"Label (Grouping)","Population for whom poverty status is determined","Population for whom poverty status is determined!!AGE","Population for whom poverty status is determined!!AGE!!Under 18 years","Population for whom poverty status is determined!!AGE!!Under 18 years!!Under 5 years","Population for whom poverty status is determined!!AGE!!Under 18 years!!5 to 17 years","Population for whom poverty status is determined!!AGE!!Under 18 years!!Related children of householder under 18 years","Population for whom poverty status is determined!!AGE!!18 to 64 years","Population for whom poverty status is determined!!AGE!!18 to 64 years!!18 to 34 years","Population for whom poverty status is determined!!AGE!!18 to 64 years!!35 to 64 years","Population for whom poverty status is determined!!AGE!!60 years and over","Population for whom poverty status is determined!!AGE!!65 years and over","Population for whom poverty status is determined!!SEX","Population for whom poverty status is determined!!SEX!!Male","Population for whom poverty status is determined!!SEX!!Female","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, associate's degree","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Population for whom poverty status is determined!!EMPLOYMENT STATUS","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed!!Male","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed!!Female","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed!!Male","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed!!Female","Population for whom poverty status is determined!!WORK EXPERIENCE","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Worked full-time, year-round in the past 12 months","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Worked part-time or part-year in the past 12 months","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Did not work","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Male","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Female","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!15 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!16 to 17 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!18 to 24 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!25 to 34 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!35 to 44 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!45 to 54 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!55 to 64 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!65 to 74 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!75 years and over","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Mean income deficit for unrelated individuals (dollars)","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Worked full-time, year-round in the past 12 months","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Worked less than full-time, year-round in the past 12 months","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Did not work","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Population in housing units for whom poverty status is determined"
"        Estimate","14,904","","5,731","1,799","3,932","5,653","7,772","3,375","4,397","2,015","1,401","","5,882","9,022","","206","13,522","0","59","8","507","602","171","182","","7,886","2,416","2,779","1,999","692","","3,067","1,144","453","691","1,923","943","980","","9,476","395","1,551","7,530","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","4,539","1,748","2,791","23","9","299","795","404","1,020","869","814","306","(X)","179","717","3,643","14,376"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","28.9%","","40.0%","39.9%","40.1%","39.7%","25.4%","28.1%","23.7%","19.7%","20.7%","","26.8%","30.4%","","14.1%","28.7%","0.0%","18.8%","88.9%","66.4%","33.3%","13.1%","13.6%","","23.2%","60.4%","25.9%","19.6%","7.7%","","12.8%","5.7%","5.3%","6.1%","48.3%","51.7%","45.4%","","24.6%","2.6%","21.2%","47.6%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.5%","28.2%","35.9%","100.0%","100.0%","56.8%","27.5%","20.8%","43.1%","32.0%","35.9%","25.2%","(X)","3.1%","30.9%","62.7%","28.2%"
"ZCTA5 20024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,356","","1,640","752","888","1,634","11,742","5,321","6,421","2,987","1,974","","7,225","8,131","","7,345","6,130","25","604","0","295","957","1,316","6,651","","12,708","754","1,232","1,808","8,914","","10,536","9,985","4,794","5,191","551","341","210","","13,831","8,420","2,242","3,169","","1,344","3,047","3,365","3,732","3,828","4,753","5,743","6,702","8,455","3,987","4,468","0","6","546","2,938","1,552","797","1,148","725","743","7,264","5,332","1,406","1,717","15,321"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,531","","659","200","459","653","1,516","647","869","490","356","","869","1,662","","393","1,998","0","48","0","14","78","14","393","","1,559","406","459","443","251","","578","370","185","185","208","118","90","","1,950","142","409","1,399","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1,123","398","725","0","6","157","79","134","113","278","232","124","(X)","85","250","788","2,497"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","16.5%","","40.2%","26.6%","51.7%","40.0%","12.9%","12.2%","13.5%","16.4%","18.0%","","12.0%","20.4%","","5.4%","32.6%","0.0%","7.9%","-","4.7%","8.2%","1.1%","5.9%","","12.3%","53.8%","37.3%","24.5%","2.8%","","5.5%","3.7%","3.9%","3.6%","37.7%","34.6%","42.9%","","14.1%","1.7%","18.2%","44.1%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","13.3%","10.0%","16.2%","-","100.0%","28.8%","2.7%","8.6%","14.2%","24.2%","32.0%","16.7%","(X)","1.6%","17.8%","45.9%","16.3%"
"ZCTA5 20032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","39,441","","10,512","3,407","7,105","10,438","24,480","9,997","14,483","7,010","4,449","","18,688","20,753","","3,248","33,023","73","279","0","592","2,226","1,567","2,955","","25,386","3,264","8,951","7,874","5,297","","17,980","15,269","6,685","8,584","2,711","1,308","1,403","","29,717","13,129","5,450","11,138","","6,767","11,989","14,749","17,065","18,115","24,365","28,735","32,138","12,575","6,707","5,868","0","74","1,001","2,157","2,010","1,934","2,788","1,659","952","8,404","5,442","1,970","5,163","37,807"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,805","","3,017","822","2,195","2,943","5,380","2,249","3,131","1,885","1,408","","4,377","5,428","","288","8,946","22","49","0","147","353","248","274","","5,715","1,519","2,583","1,183","430","","2,537","1,104","425","679","1,433","635","798","","7,089","242","1,583","5,264","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","4,367","2,448","1,919","0","74","506","465","568","667","930","951","206","(X)","120","845","3,402","8,502"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","24.9%","","28.7%","24.1%","30.9%","28.2%","22.0%","22.5%","21.6%","26.9%","31.6%","","23.4%","26.2%","","8.9%","27.1%","30.1%","17.6%","-","24.8%","15.9%","15.8%","9.3%","","22.5%","46.5%","28.9%","15.0%","8.1%","","14.1%","7.2%","6.4%","7.9%","52.9%","48.5%","56.9%","","23.9%","1.8%","29.0%","47.3%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.7%","36.5%","32.7%","-","100.0%","50.5%","21.6%","28.3%","34.5%","33.4%","57.3%","21.6%","(X)","2.2%","42.9%","65.9%","22.5%"
"ZCTA5 20036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,666","","96","39","57","96","3,968","2,309","1,659","900","602","","2,284","2,382","","3,449","65","2","784","40","34","292","355","3,281","","4,047","35","85","148","3,779","","3,728","3,667","1,782","1,885","61","24","37","","4,570","3,136","767","667","","247","379","434","599","614","767","1,114","1,444","3,551","1,656","1,895","0","0","498","1,596","508","381","251","219","98","9,929","2,530","580","441","4,657"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","352","","0","0","0","0","324","252","72","28","28","","155","197","","216","22","2","99","0","0","13","26","201","","216","0","0","25","191","","127","117","39","78","10","2","8","","352","46","120","186","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","352","155","197","0","0","136","116","48","22","2","28","0","(X)","46","120","186","344"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7.5%","","0.0%","0.0%","0.0%","0.0%","8.2%","10.9%","4.3%","3.1%","4.7%","","6.8%","8.3%","","6.3%","33.8%","100.0%","12.6%","0.0%","0.0%","4.5%","7.3%","6.1%","","5.3%","0.0%","0.0%","16.9%","5.1%","","3.4%","3.2%","2.2%","4.1%","16.4%","8.3%","21.6%","","7.7%","1.5%","15.6%","27.9%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","9.9%","9.4%","10.4%","-","-","27.3%","7.3%","9.4%","5.8%","0.8%","12.8%","0.0%","(X)","1.8%","20.7%","42.2%","7.4%"
"ZCTA5 20037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,925","","101","101","0","101","8,019","5,219","2,800","2,158","1,805","","4,675","5,250","","7,524","433","30","1,018","15","89","816","1,252","6,804","","8,024","46","191","447","7,340","","6,566","6,334","3,223","3,111","232","109","123","","9,824","4,889","2,423","2,512","","1,414","2,165","2,318","2,536","2,602","3,165","3,638","4,218","7,502","3,608","3,894","0","0","1,740","2,896","687","399","449","586","745","9,309","3,598","2,033","1,871","9,919"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,057","","0","0","0","0","1,872","1,602","270","214","185","","860","1,197","","1,450","82","30","382","0","3","110","250","1,240","","941","38","38","44","821","","946","843","424","419","103","41","62","","2,057","57","1,191","809","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","2,021","845","1,176","0","0","1,116","486","58","33","143","104","81","(X)","57","1,170","794","2,053"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20.7%","","0.0%","0.0%","-","0.0%","23.3%","30.7%","9.6%","9.9%","10.2%","","18.4%","22.8%","","19.3%","18.9%","100.0%","37.5%","0.0%","3.4%","13.5%","20.0%","18.2%","","11.7%","82.6%","19.9%","9.8%","11.2%","","14.4%","13.3%","13.2%","13.5%","44.4%","37.6%","50.4%","","20.9%","1.2%","49.2%","32.2%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.9%","23.4%","30.2%","-","-","64.1%","16.8%","8.4%","8.3%","31.8%","17.7%","10.9%","(X)","1.6%","57.6%","42.4%","20.7%"
"ZCTA5 20045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","0","","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","0","0","0","0"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","0","","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0","0","0","0","0","0","0","0","0","0","0","0","(X)","0","0","0","0"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","-","","-","-","-","-","-","-","-","-","-","","-","-","","-","-","-","-","-","-","-","-","-","","-","-","-","-","-","","-","-","-","-","-","-","-","","-","-","-","-","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","-","-","-","-","-","-","-","-","-","-","-","-","(X)","-","-","-","-"
"ZCTA5 20052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17","","0","0","0","0","17","17","0","0","0","","0","17","","6","0","0","0","0","11","0","0","6","","0","0","0","0","0","","17","17","0","17","0","0","0","","17","0","17","0","","6","12","17","17","17","17","17","17","17","0","17","0","0","17","0","0","0","0","0","0","N","0","17","0","17"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12","","0","0","0","0","12","12","0","0","0","","0","12","","6","0","0","0","0","6","0","0","6","","0","0","0","0","0","","12","12","0","12","0","0","0","","12","0","12","0","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","12","0","12","0","0","12","0","0","0","0","0","0","(X)","0","12","0","12"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","70.6%","","-","-","-","-","70.6%","70.6%","-","-","-","","-","70.6%","","100.0%","-","-","-","-","54.5%","-","-","100.0%","","-","-","-","-","-","","70.6%","70.6%","-","70.6%","-","-","-","","70.6%","-","70.6%","-","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","70.6%","-","70.6%","-","-","70.6%","-","-","-","-","-","-","(X)","-","70.6%","-","70.6%"
"ZCTA5 20057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","38","","0","0","0","0","38","12","26","0","0","","38","0","","26","12","0","0","0","0","0","0","26","","38","0","12","0","26","","12","12","12","0","0","0","0","","38","0","12","26","","38","38","38","38","38","38","38","38","38","38","0","0","0","0","12","12","14","0","0","0","12,521","0","12","26","0"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","38","","0","0","0","0","38","12","26","0","0","","38","0","","26","12","0","0","0","0","0","0","26","","38","0","12","0","26","","12","12","12","0","0","0","0","","38","0","12","26","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38","38","0","0","0","0","12","12","14","0","0","0","(X)","0","12","26","0"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","100.0%","","-","-","-","-","100.0%","100.0%","100.0%","-","-","","100.0%","-","","100.0%","100.0%","-","-","-","-","-","-","100.0%","","100.0%","-","100.0%","-","100.0%","","100.0%","100.0%","100.0%","-","-","-","-","","100.0%","-","100.0%","100.0%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","100.0%","100.0%","-","-","-","-","100.0%","100.0%","100.0%","-","-","-","(X)","-","100.0%","100.0%","-"
"ZCTA5 20059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","0","","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","0","0","0","0"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","0","","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0","0","0","0","0","0","0","0","0","0","0","0","(X)","0","0","0","0"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","-","","-","-","-","-","-","-","-","-","-","","-","-","","-","-","-","-","-","-","-","-","-","","-","-","-","-","-","","-","-","-","-","-","-","-","","-","-","-","-","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","-","-","-","-","-","-","-","-","-","-","-","-","(X)","-","-","-","-"
"ZCTA5 20064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","72","","0","0","0","0","35","0","35","37","37","","72","0","","72","0","0","0","0","0","0","0","72","","72","0","0","0","72","","0","0","0","0","0","0","0","","72","0","0","72","","0","72","72","72","72","72","72","72","72","72","0","0","0","0","0","0","0","35","37","0","N","0","0","72","0"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","72","","0","0","0","0","35","0","35","37","37","","72","0","","72","0","0","0","0","0","0","0","72","","72","0","0","0","72","","0","0","0","0","0","0","0","","72","0","0","72","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","72","72","0","0","0","0","0","0","0","35","37","0","(X)","0","0","72","0"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","100.0%","","-","-","-","-","100.0%","-","100.0%","100.0%","100.0%","","100.0%","-","","100.0%","-","-","-","-","-","-","-","100.0%","","100.0%","-","-","-","100.0%","","-","-","-","-","-","-","-","","100.0%","-","-","100.0%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","100.0%","100.0%","-","-","-","-","-","-","-","100.0%","100.0%","-","(X)","-","-","100.0%","-"
"ZCTA5 20204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","0","","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","0","0","0","0"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","0","","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0","0","0","0","0","0","0","0","0","0","0","0","(X)","0","0","0","0"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","-","","-","-","-","-","-","-","-","-","-","","-","-","","-","-","-","-","-","-","-","-","-","","-","-","-","-","-","","-","-","-","-","-","-","-","","-","-","-","-","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","-","-","-","-","-","-","-","-","-","-","-","-","(X)","-","-","-","-"
"ZCTA5 20220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","0","","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","0","0","0","0"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","0","","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0","0","0","0","0","0","0","0","0","0","0","0","(X)","0","0","0","0"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","-","","-","-","-","-","-","-","-","-","-","","-","-","","-","-","-","-","-","-","-","-","-","","-","-","-","-","-","","-","-","-","-","-","-","-","","-","-","-","-","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","-","-","-","-","-","-","-","-","-","-","-","-","(X)","-","-","-","-"
"ZCTA5 20230","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","0","","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","0","0","0","0"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
